username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
E4680383877,底辺庶民・テスラ脳・ナイキ脳・似非ミニマリスト・細身イビキ野郎・反日のつもりはねーがw〜もぅ御國や官民の指導・指揮に騙されナィw 極東の凋落振りを揶揄する事や時事問題は他力本願の根拠付けを元に感覚で呟く垢 基本的に他人の主張は聴かない垢w DMは使用しないのでコメ欄で主張する低脳キッズな輩は即座にブロックして晒すワw,日本,30,29,6155,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
GadianeRaymund,,,110,17,330,209,"I have an extra Hot Wheels Cybertruck left! I’m not going to sell it, but going to give it away to one lucky person.All you have to do is retweet this tweet.

I shall announce the winner next Friday at 9pm ET.

#rt #cybertruck #hotwheels #tesla https://t.co/q2zGIA7Q80",[]
sftechbr0,,"San Francisco, CA",60,49,4246,0,"@funwithnumberz @williamlegate you have to click “more” at the bottom of the menu on a mobile browser to see the roadster, cybertruck, and semi options",[]
Automobilnews1,Automobilnews - BEST WORLD WIDE AUTONEWS,,4,167,202995,0,AUTO NEWS – The Tesla Cybertruck May Have A Glass Dash https://t.co/TGFoFX31Y7,[]
Twiceroadsfool,"Critical thinker, efficiency evangelist. Loving Husband, Talker, Fixer, bolt turner. Oversharer. Director @PrlxTeam. Views and Opinions are everyone else's.",Dallas Texas,623,3143,30480,0,"So... Her faux Lego kit doesnt have any wheels. So we designed a ""truck"" using a @MelissaAndDoug train as the base. It looks... Better than the Cybertruck. Just saying. https://t.co/M5a4xyIF9r",[]
theking120201,nut,The Moon,305,21,9730,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
AlphaOm02991767,,,528,27,2426,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
TheRealReal2x,,,8,7,38,1,"@elonmusk perhaps this is the way forward? Use @LordstownMotors extra space and just drop the #cybertruck on top of the skateboard? 3rd largest autom manufacturing in the USA, ready to roll off trucks in the middle of Truck loving USA.  Credits @imdantab https://t.co/jfMUmwW6xp",['cybertruck']
Model3Owners,Official account of THE best Tesla forum on the internet https://t.co/u3AFAUgzas JOIN for FREE! Subscribe to our YT channel https://t.co/NzmPYsjtfZ,"Toronto, Ontario",732,95378,46386,1,"@elonmusk this window treatment homage to the Cybertruck at Giga Texas is truly 👨‍🍳 😚 
👏🏼 👏🏼 👏🏼 https://t.co/iWq9I81EPS",[]
Johnme76304112,looking for scholarship🙏🙏🙏,,112,13,1055,11,"Within a few months I can pay off this #teslamodel3 $ collect for the #cybertruck and fully pay that off 👌🏿 all because of #AxieInifinty &amp; fuck it ill save for the #teslabot too, crazy how a game can bring financial freedom at the same time helping others from bs jobs &amp; shit pay https://t.co/DgPtK96EQ3","['teslamodel3', 'cybertruck']"
JamesGulden1,,,17,26,3286,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
David17031417,"Man, sometimes with a plan, married to H, Daddy of V. Geek who goes down the rabbit holes,reader, Traveler, small biz owner, EV/tech enthusiast,investor-dabbler",,66,33,388,1,"@elonmusk perhaps this is the way forward? Use @LordstownMotors extra space and just drop the #cybertruck on top of the skateboard? 3rd largest autom manufacturing in the USA, ready to roll off trucks in the middle of Truck loving USA.  Credits @imdantab https://t.co/jfMUmwW6xp",['cybertruck']
yngy6477,Trader. Former COMEX NYBOT PHLX AMEX CBOE Options floor market maker. Not investment advice.,"Philadelphia, PA",5000,1113,12462,7,"How is claiming TeslaBot will be out in a year not fraud?
How is claiming robotaxis will be out next year not fraud?
How was Solar Roof not fraud?
How was 4680 cells, the semi, and CyberTruck not fraud?

“Ask How”
#TSLA",[]
l3it3r,"My favorite things are cars, computers and cameras. I have two daughters and I live in Western Maryland.","Hagerstown, MD",250,170,96,0,"@HellaBayArea @jonesy_so @Tesla Tesla gave me the second highest offer actually. Vroom beat them by a few thousand though, so I went with them. Sorry you’re having issues, but I’m a completely satisfied owner, investor, and am very much looking forward to my second - trimotor #cybertruck preorder in 1st 10,000!",['cybertruck']
bvTechie,"Nutanix Senior Systems Engineer - Enterprise, VMware VCP, SysAdmin, Techie, and craft beer geek","Boston, MA",367,428,3851,0,@SawyerMerritt Ahem... cybertruck... 🤔🤣,[]
elmejoredux,"Soy de Santiago, pero me encantan ciudades como Madrid y Dubai y amo los trenes.",,551,360,152899,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
D0li0,"Drove an EV1 once, Converted 10th 2005 Prius PHEV-10, own 2018 Plug-in Pacifica & Bolt, Home PV. Nearly kicked fatal CH4 vice. Truthy BlockChain &*^ Enthusiast!",Seattle Washington region,824,554,20281,0,"@ATX_fight_club @MMike2016 @nemesis12345671 @joeys_lady Oh... They are... A few S-10 EV (EV1 powertrain) and ford ranger EVs survive to this day, and you can catch them on the road or car shows on occasion.

They are no @Rivian nor @bollingermotors nor #CyberTruck nor @ford #f150lightning. But it's a kick to see such old wild hags. ;)","['CyberTruck', 'f150lightning']"
MariquitMailyn,,,10,2,53,11,"Within a few months I can pay off this #teslamodel3 $ collect for the #cybertruck and fully pay that off 👌🏿 all because of #AxieInifinty &amp; fuck it ill save for the #teslabot too, crazy how a game can bring financial freedom at the same time helping others from bs jobs &amp; shit pay https://t.co/DgPtK96EQ3","['teslamodel3', 'cybertruck']"
DanielCMarvin1,Retired Bering Sea Captain... Novice Sea Poet. Professional Dog Walker. Tesla Owner,"Oregon, USA",1736,1272,28585,0,"@TeslaForThe_Win I want to see how the CyberTruck handles this situation, I think it will do well!!",[]
AnIdeaOnAShirt,"Pro data. Anti fear. Don't fight me with opinions, enlighten me with facts. One of these days I'll drive a cybertruck. 70 #TSLA and counting, long #Nickel",,332,72,1402,0,@HenLuva @28delayslater @elonmusk @Erdayastronaut @JalenD25 @johnkrausphotos bit late to the cybertruck vault frame discovery... have you seen an update on this by any chance? big thanks for any extra info...,[]
SamedyDelphy,18+ only; I try to keep this place SFW but Likes are assurely not (he/hymn),,239,198,112433,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
Dev23413693,Love you all. I will behave. Thank you for your support.,,890,79,13053,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
leefal_lowes,"Electrical Engineer, Construction Project Manager, Military Sniper, EV Proponent & Tesla investor. Loves running, cycling, triathlon, mountaineering. Geordie.","North East, England",782,99,2374,0,"@PatrickBaitman3 @RemindMe_OfThis I’ve got 15 Cybertruck reservations. Give me a shout, I’ll give you your first Cybertruck Robotaxis ride for free!",[]
fizzle541,"🚨I am a leftist 😳🚨| he/him | men want me fish fear me🏳️‍🌈| I like dragalia lost, jjba, xenoblade, etc.",near-ish sarasota fl,3230,336,54650,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
RWPJ38,,,440,19,19552,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
JeffTutorials,"21 | Tesla Model 3 Performance Owner | $BTC & $TSLA Investor | Burn rubber, not gas | Self Made | he/him | 🏳️‍🌈 |

business@JeffTutorials.com","East Coast, United States",69,5306,13854,2,"i just got stopped by a guy at starbucks, he asked questions about our model 3 and said he was holding out for cybertruck ⚔️",[]
Reformed_Mind,,,115,17,4443,10,"Enjoy this week's 90-min. episode of my @Tesla podcast, Ride the Lightning! Lots to cover this week, as I was lucky enough to attend AI Day. I look at what Dojo means for FSD's near-future, analyze @elonmusk's Cybertruck/Hardware 4 comments &amp; more! Listen: https://t.co/Hrpm4IfckR",[]
eyemadmax,investor; early retiree; slow traveller; crypto realist; friend of animals and democracy,,461,43,1834,0,@AustinTeslaClub @elonmusk @Tesla 🙄Missing the defining features of the Cybertruck and yet someone thought this was worthy of setting to music.,[]
_bennettm_,@TeslaUnofficial #TeslaSushiMafia,Bay Area,351,1113,13109,2,"i just got stopped by a guy at starbucks, he asked questions about our model 3 and said he was holding out for cybertruck ⚔️",[]
drivelikejesu,XXX ☭ ⚙️🌾 | ⛓they/her⛓ | Good Moleman to You | “I don’t want the world. I just want your your half.”,YNWA,3484,320,18772,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
MetaplexBot,| @Solarity_VR | Welcome to the Largest Metaverse Archive | @gandhipranit |  👽🤖 #Metaverse #Blockchain,,4,220,9923,207,"The year is 2035

The Tesla Bot that you bought with #Dogecoin is washing your Cybertruck as you login to the Metaverse with your NFT avatar

Your UBI check arrives as @elonmusk announces that his Mars colony has become self-sustaining

You laugh and smile. Fate loves irony.",['Dogecoin']
DocMordrid,"Retired medical.

Space, woodworking, photography, videography, physics, computing, high tech in general.",Michigan,73,64,5344,0,"@KruleATL @elonmusk AIUI the Cybertruck (body: 3mm stainless steel) will be off-road capable with ""crab-mode"" 4 wheel steering and able to ford some rivers.",[]
petteri_bergius,"An entrepreneur, a humanist, a liberal, a human being","Helsinki, Suomi",354,351,9028,0,"@klwtts @RJScaringe @Rivian That's fantastic news. The pickup truck market is finally being ""EVed"". It starts with the recreational truck users and will expand to those who use trucks for work when CyberTruck and F-150 Lightning are out.",[]
simon_sl,,,34,9,2201,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
ArkadiuszKula,"Husband, Father of 3 amazing daughters, Engineer by profession. Technology, Marvel Movies, John Wick & Cyberpunk2077 Enthusiast. Tesla ref. code: arkadiusz84716",United States,1892,1190,72280,0,"@nagesh_futrcars @Lucid1Space @Gfilche @MotorTrend Where is Semi? 
Where is Roadster 2?
Where is Cybertruck?
And where is FSD!!!?",[]
CorblynD,"God bless Texas I Believer I First, do no harm I 1A advo I Cathie Wood fanboy I #btc #tsla #tslaenergy  I Raw materials & battery supply chain enthusiast I",Texas,2948,749,16935,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
TeslaChillMode,Formerly @mortchad •Creator #ChillModeDiaries •Creator\Godfather #TeslaSushiMafia #TeslaGrillMafia •Cofounder @TeslaOwnersEBay #HellaTeslas •OG @teslaownersSV,Yay Area,190,3822,24746,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
WordsAreFake,"Live in the dark long enough and you can see the light from anywhere. Just A Normal Dude, Poetry enjoyer. Music lover. Tesla fanboy",,598,31,765,2,Got my first Cybertruck! https://t.co/FJ80s4zBVc,[]
ReynDrake,"❄️ He/They, 22 years old, ~☆, ice dragon! ACAB, BLM. ❄️ Icon by: @pop_animals",Poland,1120,199,120022,25,the cybertruck will probably never make it to production but its competitors will and that’s hilarious to me. elon musk showed a fake product that was never going to make it to production and created an entire new car market in the process to nobody’s benefit,[]
LiezelPasinabo,#syndicateinitiative #SyNScholar,,72,17,179,11,"Within a few months I can pay off this #teslamodel3 $ collect for the #cybertruck and fully pay that off 👌🏿 all because of #AxieInifinty &amp; fuck it ill save for the #teslabot too, crazy how a game can bring financial freedom at the same time helping others from bs jobs &amp; shit pay https://t.co/DgPtK96EQ3","['teslamodel3', 'cybertruck']"
cybrtrkguy,Day 1 reservation holder. 🔋   Cybertruck/Tesla news + thoughts⚡️,,1377,2415,4249,0,@28delayslater cYbERtRuCK dOEsn’T nEeD a gAraGe,[]
YangDailyCast,"Official Twitter of the Yang Daily podcast; condensing all your Yang news into 10 minutes or less! (usually)
https://t.co/YsctF2vmsC
https://t.co/XkDGDQY7oF","Washington, USA",4987,2925,56402,0,@CrampedEyes @TeslaPodcast What I’m saying is your logic is flawed. There’s a reason what you’re quoting says “hints.” Introducing it with the Cybertruck doesn’t necessarily mean Cybertruck introduced with the HW4. You’re assuming an interpretation.,[]
AbrahamFitness,Fitness and Nutrition Coach Anything Fitness life is too short enjoy it,"Coral Springs, FL, USA",41,211,2550,0,"@Tesla been over a year an a half that I made a reservation on the cybertruck and Tesla still have not given any updates on my rsvp. 

I played around and contacted Ford regarding their EV’s and I have been contacted over 20 times. 
Talk to me @elonmusk",[]
JustinW02497181,,,38,3,55,0,"@TslaCybertruck @TroyTeslike CyberTruck early 2023,you heard it here first folks",[]
John_Gardi,"I've always been a tinker. I started by taking stuff apart. Then I learned how to put stuff back together, then how to fix it. It's a way of life for me really.",,93,2605,49363,2,Got my first Cybertruck! https://t.co/FJ80s4zBVc,[]
BlukeArt,artist 🏳️‍🌈🇳🇿,"Auckland, New Zealand",114,604,68305,0,Tesla cybertruck https://t.co/lBGdVG1GCM,[]
h_tsuji2011,"自営業の旋盤、フライス屋さん
ubuntu+wine/JW_CAD/NCVC/FreeCAD
NC旋盤のレトロフィットが終わりました(^^)
（车床/铣床/токарный станок/Фрезерный станок/Lathe/Milling machine/Fresatrice/Tornio)",ジャンク品のあるところ('A`),2296,1580,135440,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
EnaamiHossein,hard working,,171,60,5158,207,"The year is 2035

The Tesla Bot that you bought with #Dogecoin is washing your Cybertruck as you login to the Metaverse with your NFT avatar

Your UBI check arrives as @elonmusk announces that his Mars colony has become self-sustaining

You laugh and smile. Fate loves irony.",['Dogecoin']
horiaustin,"Austin TX在住のEV大好きエンジニア。テスラが世界を変えると信じて疑わない50代。愛車はLeaf 30kと2020/6/30納車のModel Y。F1にテスラ工場にイーロンと、好きなものを引き寄せる星の持ち主らしい...
テスラ紹介リンク https://t.co/FJTO2kkyXu",Austin TX USA,686,631,3299,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
R52Shru,,,385,114,28749,46,Beginnings of Giant Cybertruck spotted on GigaTexas @elonmusk 🤯🤯🤯 it looks so massive! @Tesla https://t.co/Pc4G4UejfR,[]
